img_name,tnbc,CAF,firstorder_Mean,firstorder_StandardDeviation,firstorder_Skewness,firstorder_Kurtosis,firstorder_Entropy,firstorder_Minimum,firstorder_Maximum,firstorder_Median,firstorder_InterquartileRange,firstorder_Range,shape2D_MeshSurface,shape2D_PixelSurface,shape2D_Perimeter,shape2D_PerimeterSurfaceRatio,shape2D_Sphericity,shape2D_SphericalDisproportion,shape2D_MaximumDiameter,shape2D_MajorAxisLength,shape2D_MinorAxisLength,shape2D_Elongation,glcm_JointEnergy,glcm_Contrast,glcm_Correlation,glcm_SumSquares,glcm_SumAverage,glcm_JointEntropy,glcm_DifferenceVariance,glcm_DifferenceEntropy,glcm_DifferenceAverage,glcm_Imc1,glcm_Imc2,glcm_Autocorrelation,glcm_ClusterShade,glcm_ClusterProminence,glcm_MaximumProbability,glcm_InverseVariance
segment_24,1,0,76.30769231,38.79568694,-0.37143708,1.80389721,2.25573225,9,139,83,61,130,40,65,171.4213562,4.28553391,0.130788633,7.645924392,285.0438563,299.9635305,212.6089527,0.708782672,0.58221726,0.13690476,0.95887678,1.25273703,7.06547619,1.18396007,0.10448554,0.468895,0.13690476,-0.57991807,0.63771071,13.98214286,-4.66639714,66.61709954,0.68452381,0.13690476
segment_240,1,1,95,40.71279462,-1.02640358,2.81088733,2.27557369,1,145,113,55.75,144,102,158,408.783838,4.00768469,0.087581283,11.41796478,366.9468626,429.7167321,368.6301833,0.857844612,0.50443107,0.17559524,0.93585007,0.96864371,10.48809524,1.57773787,0.12773703,0.5485445,0.17559524,-0.35801828,0.60357492,28.70535714,-14.72271319,109.2075193,0.60863095,0.17559524
segment_241,1,1,89.8880597,42.36984644,-0.81050189,2.40115054,2.42600009,2,157,108,61.25,155,83,134,352.4995667,4.24698273,0.091618967,10.91477052,370.6453831,422.6913484,367.3922382,0.869173783,0.24573902,0.41767881,0.50683048,1.78573482,8.46761134,2.49426106,0.27134931,0.90756012,0.36639676,-0.47900467,0.80033729,19.72672065,-15.01095431,179.0751576,0.3731444,0.32152497
segment_242,1,1,70.68224299,39.73336321,-0.55181015,1.82742681,2.20094715,3,126,84,67,123,61.5,107,289.3868684,4.70547753,0.096064664,10.40965485,361.8729059,345.9967886,314.3282007,0.90847144,0.26972222,0.18333333,0.95383205,2.20986111,6.71666667,2.16504926,0.14944444,0.68597526,0.18333333,-0.75104574,0.96173252,13.4,-16.27696296,140.819887,0.4,0.18333333
segment_243,1,1,77.51955307,38.00225527,-0.6408726,1.98887898,2.21884877,1,131,91,66,130,112.5,179,468.1808076,4.16160718,0.080309623,12.45180793,371.9811823,434.6796097,321.7424058,0.740182881,0.23639899,0.53050595,0.75850513,1.62770824,7.26636905,2.47259564,0.26998078,1.01953581,0.49479167,-0.63285046,0.93122331,15.09933036,-4.67180108,70.45947975,0.3735119,0.46354167
segment_244,1,1,77.02877698,35.57360238,-0.52821142,2.11854183,2.32128852,2,135,89,59,133,80,139,375.7544007,4.69693001,0.08438123,11.85097686,382.8903237,435.96599,294.4663427,0.675434207,0.17346939,0.35714286,0.91559086,2.37244898,6.57142857,2.72290749,0.2244898,0.92417435,0.35714286,-0.65274346,0.95989391,13.03571429,0.04373178,138.7836318,0.25,0.35714286
segment_245,1,1,61.71551724,35.33041233,-0.19667865,1.79629899,2.32333074,1,125,64,59.25,124,72.5,116,304.0731599,4.19411255,0.099264932,10.07405116,359.6109008,373.380163,339.8683656,0.910247515,0.30894737,0.58947368,0.25422929,1.28472761,5.12982456,2.09752077,0.15756233,0.6401342,0.58947368,-0.77044402,0.950868,7.59824561,3.12078962,63.00325799,0.40701754,0.58947368
segment_246,1,1,55.66019417,34.22159467,0.04497169,2.07504915,2.30788233,0,136,53,51,136,61,103,275.5878785,4.51783407,0.100463832,9.953830981,370.418682,394.6063005,297.0829319,0.752859069,0.31814954,0.36931818,0.75418536,0.788207,4.14204545,2.11206783,0.23288998,0.95004715,0.36931818,-0.68216115,0.92921143,5.03977273,2.39463544,18.02683693,0.49431818,0.36931818
segment_247,1,1,60.27848101,31.22435625,-0.27319354,2.00144574,2.19626359,1,115,63,52,114,50,79,206.0487732,4.12097546,0.121652181,8.220156747,368.3530915,465.4724026,309.5371345,0.664995675,0.59782295,0.20588235,0.61217949,0.2032872,5.7254902,1.12613962,0.11793541,0.50751979,0.20588235,-0.31113024,0.463013,10.05882353,-0.41156116,1.29609918,0.71568627,0.20588235
segment_248,1,1,82.72368421,41.66678555,-0.77692757,2.34453121,2.22557858,1,145,101,55.75,144,43,76,206.6761902,4.80642303,0.112473112,8.891013867,358.6878866,478.0096764,282.0798078,0.590113175,0.66992188,0.34375,0.48912058,1.13964844,7.71875,0.88265977,0.05859375,0.2386085,0.34375,-0.42113971,0.4733265,16.40625,-9.13769531,100.1296997,0.6875,0.34375
segment_249,1,1,77.48076923,37.21945851,-0.76428,2.56554673,2.34918939,1,132,87,42.5,131,64.5,104,273.4457429,4.23946888,0.104115077,9.604756899,359.4342777,497.7538496,292.2997219,0.587237491,0.51296296,0.33333333,0.82677008,1.0462963,5.75555556,1.5945146,0.26666667,0.4812854,0.2,-0.48911025,0.64504163,10.95555556,-6.49224691,74.83156543,0.63333333,0.08333333
segment_25,1,0,100.4328358,44.00448548,-0.89144809,2.541014,2.37057747,4,155,116,67,151,43,67,173.764502,4.04103493,0.133775967,7.475184224,246.1483293,206.9697454,121.5411152,0.587240976,0.19600592,0.6474359,0.7539017,1.3141642,10.28846154,2.68719694,0.41592702,1.12367831,0.48076923,-0.5645221,0.92353407,27.60897436,-6.74658625,56.55490405,0.28205128,0.3349359
segment_250,1,1,62.03361345,26.16268841,-1.01326375,3.17183758,1.8454672,0,102,70,29.5,102,82,119,299.3036072,3.65004399,0.107250644,9.323953368,363.9175731,472.3092431,333.7781734,0.706694138,0.34406294,0.51054018,0.15733702,0.45416107,6.71870883,1.81896994,0.12911335,0.55325586,0.51054018,-0.57278421,0.83464932,11.49407115,-2.57678898,14.33872255,0.43412385,0.51054018
segment_251,1,1,67.62068966,34.8010739,-0.53006539,1.99481749,2.30249087,0,125,78,58.25,125,75,116,299.9310242,3.99908032,0.102356204,9.769803456,368.2621349,454.5509776,330.5347697,0.727167658,0.37055209,0.47763158,0.06664423,0.58575927,7.3127193,1.761799,0.14405125,0.61610392,0.47763158,-0.57720077,0.79941591,14.01140351,0.55744027,16.46613373,0.49210526,0.47763158
segment_252,1,1,61.29032258,30.94343804,-0.60885935,2.28194295,2.10878185,0,108,69,45,108,58.5,93,243.1614716,4.15660635,0.111503398,8.968336562,345.2839411,484.1224867,336.523803,0.695121198,0.61982734,0.06512605,0.97261054,0.62488966,6.9894958,1.14876958,0.0565638,0.27855804,0.06512605,-0.35531993,0.47372123,13.08613445,-1.70782609,34.33397698,0.68067227,0.06512605
segment_253,1,1,68.45945946,37.92139423,-0.52785998,2.07750868,2.36787431,1,129,79,57,128,73,111,284.9604615,3.90356797,0.106287393,9.408453512,349.9328507,411.1022805,344.0434808,0.836880497,0.30564078,0.45868946,0.30834627,1.74232352,6.59259259,2.10682336,0.10100567,0.46119557,0.45868946,-0.83668882,0.96123006,12.46153846,-4.50779079,120.2008957,0.40598291,0.45868946
segment_254,1,1,59.87248322,30.85303735,-0.49344338,2.00207288,2.03926462,0,111,70,49,111,101,149,377.529004,3.73791093,0.094365946,10.59704317,365.7786216,411.4632629,351.616084,0.854550371,0.19711786,0.345,0.8452558,1.13060179,5.265,2.76429304,0.24895,0.9448001,0.305,-0.47002051,0.90157937,8.14571429,-1.08151586,42.95235921,0.34285714,0.27
segment_255,1,0,65.48888889,38.15560085,-0.10600058,1.83007148,2.44592291,1,133,68,63,132,52.5,90,242.1320344,4.61203875,0.106079712,9.426873238,334.5100895,397.8752569,336.4004329,0.845492217,0.58875,0.225,0.94721141,1.044375,4.175,1.31709186,0.1125,0.46306037,0.225,-0.33009389,0.48048015,5.775,1.299,46.651425,0.625,0.225
segment_256,1,0,65.26229508,39.19848677,0.02468078,1.850744,2.41794302,1,154,58.5,63,153,72.5,122,326.0142854,4.49674876,0.092584291,10.80096839,350.1885207,400.0801855,348.9966746,0.872316819,0.29530719,0.2202381,0.9211682,1.67814626,5.80952381,2.23471238,0.14615221,0.60585152,0.2202381,-0.73574589,0.94442607,10.19047619,6.16217201,80.35438359,0.4077381,0.2202381
segment_257,1,0,57.75213675,35.09739951,0.12765489,1.89883202,2.39159137,1,126,57,53,125,75,117,303.5878785,4.04783838,0.101123277,9.888920001,334.6117153,349.1687606,320.8213702,0.918814643,0.47616598,0.19135802,0.95166754,1.78392204,6.33950617,1.80296451,0.12677183,0.54171383,0.19135802,-0.44212986,0.6362009,12.08024691,7.16358448,121.7227937,0.5617284,0.19135802
segment_258,1,0,72.97101449,45.3982286,-0.16904914,1.76145958,2.61817662,0,153,85.5,76.75,153,89.5,138,355.1858582,3.96855708,0.094419302,10.59105483,339.8411394,384.433399,344.6600378,0.896540307,0.36866139,0.24305556,0.89218007,4.20030081,7.90798611,1.8449435,0.15258488,0.64387066,0.24305556,-0.92857124,0.96637115,21.27256944,22.56538464,632.8404363,0.46354167,0.24305556
segment_259,1,0,67.89285714,42.62070195,-0.20399558,1.68489719,2.39679852,2,140,70,79.75,138,72.5,112,289.4457429,3.99235507,0.10428138,9.589439667,336.0014881,419.4842795,316.7867176,0.755181381,0.50175383,0.3422619,0.48628516,1.7103086,7.45535714,1.48694461,0.07011763,0.31923435,0.3422619,-0.63213877,0.71884682,16.02083333,0.25384931,127.2555736,0.58333333,0.3422619
segment_26,1,0,105,48.45916744,-0.72552081,2.29434716,2.53117977,7,167,117,68,160,34,55,144.7939392,4.25864527,0.14275588,7.004965377,262.0019084,236.8261066,140.3848555,0.592776099,0.29841821,0.29166667,0.83119691,1.65268133,9.01388889,2.07107361,0.20486111,0.86478698,0.29166667,-0.53238627,0.85117498,25.36111111,-0.51271005,64.1388237,0.47222222,0.29166667
segment_260,1,0,73.4954955,38.77815719,-0.36510667,1.89444106,2.436788,1,131,80,66.5,130,69,111,291.5878785,4.22591128,0.10098573,9.902389132,330.4088377,383.9926365,316.9705451,0.825459957,0.23488005,0.98168498,0.61056803,1.72811758,7.31135531,2.39808873,0.19862738,0.8429817,0.64835165,-0.65813352,0.9477298,15.08608059,-8.25535351,112.6398882,0.35622711,0.35668498
segment_262,1,0,67.98571429,43.69618906,0.03335787,1.81422563,2.62925939,2,151,62.5,68,149,40.5,70,188.8772004,4.66363458,0.119440856,8.372344559,332.929422,418.5118619,282.331924,0.674609132,0.36277778,0.26666667,0.8494849,1.56444444,5.93333333,1.84838259,0.19111111,0.82011196,0.26666667,-0.84144753,0.96069553,10.98333333,15.83096296,126.9373037,0.55,0.26666667
segment_27,1,1,54.04761905,30.85986173,0.07206341,1.63514002,2.0902034,1,112,55,56.75,111,24.5,42,112.9949494,4.61203875,0.155284798,6.439780396,226.3183598,281.2933616,125.0954621,0.444715301,0.75510204,0,1,1.10204082,2.85714286,0.59167278,0,-3.20E-16,0,-1,0.8329151,3.14285714,18.89212828,100.3981674,0.85714286,0
segment_270,1,1,79.6779661,25.66677424,-0.94167598,3.24556014,2.00281039,5,124,88,32,119,113,177,460.038672,4.07113869,0.081912431,12.20815929,359.601168,405.1747402,115.9718469,0.286226745,0.22731065,0.4127451,0.77403731,0.88379998,7.85980392,2.59972661,0.25218954,0.99643401,0.38333333,-0.41445971,0.85360697,16.12156863,-6.04381484,34.73082282,0.38039216,0.35759804
segment_271,1,1,69.80991736,24.58693937,-0.5136176,2.69476854,1.97917339,13,119,74,34,106,77,121,314.901587,4.089631,0.098781461,10.12335705,363.100537,375.593235,117.345522,0.312427145,0.34372411,1.26602564,0.10234913,0.76704101,6.79679487,1.98633871,0.16243425,0.67441142,0.76602564,-0.49673813,0.75811668,11.87019231,-0.67643005,14.61499082,0.43782051,0.32852564
segment_272,1,1,75.88095238,19.35225148,-0.62700612,3.4274784,1.64956679,17,117,79,25.75,100,57,84,212.7350647,3.73219412,0.125806558,7.948711234,351.1182137,383.7270398,136.730452,0.356322171,0.49653333,0.45333333,0.17795845,0.34,7.86666667,1.2926821,0.09813333,0.45207922,0.45333333,-0.81875683,0.89174313,15.74666667,-0.656,3.53706667,0.56666667,0.45333333
segment_273,1,1,72.79,25.40169089,-0.90649484,2.94891469,1.86263067,4,111,79.5,34.25,107,64,100,259.646753,4.05698052,0.109222477,9.15562459,364.1455753,377.4744048,180.4713698,0.47810227,0.54109375,0.4125,0.28298466,0.27046875,8.0875,1.35469201,0.106875,0.44555718,0.4125,-0.38401931,0.58054932,16.53125,-0.3823125,2.69980781,0.64375,0.4125
segment_274,1,1,80.19078947,29.82553073,-0.67396819,2.81914896,2.2027312,0,135,86.5,36.25,135,92.5,152,402.5828278,4.35224679,0.084687742,11.80808437,364.20324,394.4624864,215.2820458,0.545760505,0.1787125,0.485,0.74864341,1.3503,7.62,2.80895329,0.37375,0.99420135,0.325,-0.51927266,0.90853854,15.72,-8.241576,70.03901536,0.305,0.23222222
segment_275,1,1,83.73891626,27.35095414,-0.74141873,3.41538735,2.10814547,1,145,89,31.5,144,133,203,521.9797975,3.92466013,0.07832079,12.768002,368.0244557,378.9200649,211.8439708,0.559072983,0.20379819,0.73015873,0.40360323,0.77418745,8.01587302,2.67514051,0.27437642,0.73994263,0.61904762,-0.43491159,0.81999377,16.56349206,-1.7031998,23.93894005,0.31349206,0.55930335
segment_276,1,1,74.1827957,28.76151335,-0.7239925,2.91005652,2.11271284,2,120,79,37,118,59.5,93,241.5046174,4.05890113,0.113223865,8.832060262,326.695577,367.4282882,261.754003,0.712394803,0.34036218,0.48120301,0.23586835,0.89453898,7.71929825,1.96938381,0.11234854,0.4974566,0.48120301,-0.78139365,0.94182663,15.89724311,-1.53595901,35.38077516,0.4273183,0.48120301
segment_277,1,1,73.36842105,37.74012318,-0.33740968,2.08788278,2.45878949,0,145,75,54,145,59,95,249.646753,4.2313009,0.109069925,9.16843022,344.4256088,409.5287147,328.6285678,0.802455496,0.15330679,0.35526316,0.85434783,1.77423823,7.13157895,2.92608086,0.20810249,0.87124378,0.35526316,-0.61911972,0.95611631,14.31578947,-1.88413034,113.0252089,0.20394737,0.35526316
segment_278,1,1,68.19444444,36.14796197,-0.30729829,1.85995829,2.41322119,1,129,74.5,61.5,128,73.5,108,273.1614716,3.71648261,0.111257464,8.988160981,338.6517385,407.0874593,339.2690148,0.833405714,0.32082468,0.95098039,0.78665129,1.6664331,6.44901961,1.97607975,0.17214533,0.65566012,0.59803922,-0.85251351,0.95470574,11.71372549,-0.90125463,57.74861349,0.40098039,0.28921569
segment_279,1,1,69.50980392,35.36192289,-0.61550874,2.15786108,2.2616664,0,135,82,57.75,135,62,102,270.27417,4.35926081,0.103275245,9.682862517,353.4020374,393.4493616,304.5308487,0.77400265,0.47363322,0.36470588,0.91835118,1.43632065,6.89803922,1.69010035,0.28253749,0.53196971,0.23137255,-0.49971927,0.64938744,13.30196078,-3.29612701,68.91370727,0.56470588,0.11470588
segment_28,1,1,56.72413793,29.6489769,-0.16801269,2.3245673,2.192456,1,119,60.5,38.25,118,34,58,155.764502,4.58130888,0.132701521,7.535708671,241.946275,281.1511473,124.0800115,0.441328491,0.24829932,0.47619048,0.22058824,1.32539683,5.33333333,2.19615871,0.21315193,0.8907082,0.47619048,-0.49371192,0.80318137,8.30952381,-2.60846561,63.03703704,0.30952381,0.47619048
segment_280,1,1,63.57798165,34.42510647,-0.38980854,1.93556583,2.28699228,1,120,66,58,119,69,109,284.27417,4.11991551,0.103583857,9.654013967,356.4000561,404.3528856,324.9125871,0.803537204,0.29506056,0.91706731,0.36173467,1.6711108,5.93389423,2.13690864,0.37933964,0.69836187,0.63581731,-0.81986092,0.9605494,10.14182692,-1.69914224,62.86069254,0.37019231,0.38972356
segment_281,1,1,59.05555556,32.81932395,-0.34558163,1.78918873,2.19528767,2,111,70,56.25,109,40,72,197.019336,4.9254834,0.113795759,8.787673717,360.4566548,426.6590418,337.557435,0.791164377,0.44451531,0.85714286,0.18973315,0.81696429,6.25,1.61255302,0.18622449,0.74630703,0.60714286,-0.34761557,0.58702941,10.35714286,4.5,37.88839286,0.50892857,0.38839286
segment_282,1,1,51.82432432,32.90213092,-0.01899315,1.99839462,2.06978955,0,119,55.5,52,119,47,74,192.7350647,4.10074606,0.126093624,7.930615109,356.4323218,427.8544587,296.3612212,0.692668302,0.65972222,0.08333333,0.98568019,1.45486111,5.41666667,0.97957396,0.06944444,0.32501121,0.08333333,-0.4336328,0.48739433,8.83333333,11.78703704,100.6516204,0.75,0.08333333
segment_284,1,1,102.1756757,34.97851005,-1.25055101,3.74556951,2.27772203,4,154,118.5,40.75,150,44,74,197.7056275,4.49330972,0.118935702,8.407904322,266.0695398,287.3583868,142.3355449,0.495324137,0.56259565,0.12121212,0.96957123,0.73798592,9.83838384,1.33803036,0.07713499,0.3152201,0.12121212,-0.53405365,0.62717231,25.51515152,0.66047064,30.90436209,0.61616162,0.12121212
segment_285,1,1,109.0133333,35.91266938,-1.87861577,5.49201589,1.90934588,0,149,122,17.5,149,47.5,75,195.5634919,4.11712614,0.124929198,8.004533865,302.2383166,270.8051964,129.3891543,0.477794208,0.36574074,0.61111111,-0.23611111,0.29398148,10.38888889,1.58017767,0.15740741,0.63943194,0.61111111,-0.51388585,0.73677824,27.24074074,-0.50617284,2.20601852,0.42592593,0.61111111
segment_286,1,1,128.3246753,54.0320832,-1.2721304,3.25350934,2.3064711,1,185,154,62,184,49,77,200.391919,4.089631,0.123829115,8.075645237,285.2122017,268.001897,147.14713,0.549052569,0.20516529,0.33636364,0.94910862,3.99190083,10.32727273,2.70842347,0.21917355,0.90815077,0.33636364,-0.78860523,0.97865032,31.61818182,-2.55246582,484.6257478,0.32727273,0.33636364
segment_287,1,1,124.4134615,48.34543383,-1.24506551,3.42485707,2.51867559,0,180,144.5,54,180,64,104,274.27417,4.28553391,0.103397493,9.671414359,277.0072201,327.3621691,146.9965478,0.4490334,0.28705356,0.36480186,0.71689573,1.76830061,11.14102564,2.19491195,0.21963992,0.90833671,0.36480186,-0.64946872,0.8639439,33.64568765,-7.13998428,113.4491924,0.42540793,0.36480186
segment_288,1,1,100.7362637,41.52288795,-0.81718076,2.44262845,2.41962227,1,160,120,60,159,56,91,239.9898987,4.28553391,0.11053657,9.046779744,286.3721355,356.2189652,237.5100906,0.666753075,0.63848311,0.22115385,0.95192366,1.36679456,9.68269231,1.23185043,0.16663585,0.56122671,0.16987179,-0.52801678,0.60555899,25.13461538,-11.83680338,112.1652146,0.70192308,0.125
segment_289,1,1,92.75,43.06981459,-0.83318303,2.47115716,2.45131738,1,150,106.5,55,149,70,112,293.5878785,4.19411255,0.10102197,9.898836902,294.5318319,374.1274243,208.0853207,0.556188366,0.46782343,0.4254386,0.4435592,1.55853724,9.23245614,1.62593039,0.1137273,0.46693696,0.4254386,-0.52614608,0.70019609,22.91520468,-5.84720265,117.5426886,0.52412281,0.4254386
segment_29,1,1,63.90163934,30.85221512,-0.58408694,2.40361513,2.11464841,2,120,71,43,118,31.5,61,170.8772004,5.42467303,0.116433,8.588630344,245.2039967,266.4860966,165.3309091,0.620411013,1,0,1,0,8,-3.20E-16,0,-3.20E-16,0,0,0,16,0,0,1,0
segment_290,1,0,62.71929825,21.64121667,-0.63249019,2.84156203,1.87285074,15,101,67,27,86,31.5,57,156.2497834,4.96031058,0.127332945,7.853427068,307.0586263,376.0029724,211.8217002,0.563351132,0.34,0.8,-0.2173913,0.47,4.6,1.76096405,0.12,0.4854753,0.8,-0.69732419,0.88642228,5.4,-0.552,3.6816,0.35,0.8
segment_291,1,0,77.6097561,21.16817451,-0.64327434,2.76047604,1.70489395,30,119,82,19,89,25.5,41,107.6812409,4.22279376,0.166239786,6.015407172,300.4213707,398.0880066,222.436221,0.558761423,0.47916667,0.16666667,0.85714286,0.38541667,5.75,1.30187969,0.11111111,0.45914792,0.16666667,-0.78394076,0.88344739,8.70833333,-1.625,7.65625,0.625,0.16666667
segment_293,1,0,73.52892562,24.4841235,-0.62448005,3.02928182,1.97231352,5,123,76,32,118,86,121,299.9898987,3.48825464,0.109584095,9.12541184,317.4728335,404.4652157,214.9333532,0.531401329,0.35247942,0.37222222,0.79475871,1.44766204,6.72777778,2.00069438,0.23208848,0.92605429,0.3537037,-0.68114739,0.9105329,12.82407407,-0.76366975,60.87589807,0.51851852,0.3375
segment_294,1,0,65.38636364,23.23028579,-0.17328179,3.05569311,1.99286214,6,129,68.5,30,123,58.5,88,224.8772004,3.84405471,0.120569494,8.293971922,330.7763595,414.9656848,248.5126689,0.598875228,0.44569444,0.34642857,0.51106322,0.39112103,5.79166667,1.6981984,0.17352041,0.70851779,0.34642857,-0.26067166,0.55605812,9.03214286,0.35291005,7.94366733,0.54880952,0.34642857
segment_295,1,0,58.3627451,24.65120974,-0.23522094,2.72447412,1.99760555,0,108,60.5,31.25,108,65,102,265.3036072,4.08159396,0.107725484,9.282854527,357.0126048,310.512114,293.9610018,0.94669737,0.51144512,0.20077973,0.87292732,0.4988458,5.39766082,1.47925075,0.12662586,0.54010843,0.20077973,-0.29183479,0.55868098,7.98050682,-1.86593806,26.42979022,0.582846,0.20077973
segment_296,1,1,93.08080808,38.54701361,-0.6369105,2.74643171,2.56953345,1,155,96,53,154,56.5,99,268.4163056,4.75073107,0.099270512,10.07348487,338.33711,396.3503276,301.3580161,0.760332451,0.459375,0.5,0.42837186,0.94375,7.75,1.60548202,0.165,0.48048202,0.45,-0.56977283,0.70978846,16.0375,-4.05,47.50625,0.4875,0.40625
segment_297,1,1,69.12179487,30.85519176,-0.357198,2.33681023,2.26910614,1,139,76,47.75,138,102,156,401.4701295,3.93598166,0.089176779,11.21368159,361.6213489,407.8980601,321.3128615,0.787728339,0.29195602,0.39583333,0.83442275,1.11107494,5.54861111,2.44753211,0.20182292,0.71754214,0.35416667,-0.58230613,0.88659266,9.29513889,-0.72102262,44.22600169,0.40972222,0.31770833
segment_298,1,1,85.28301887,31.07328163,-0.55305829,3.1733346,2.3199455,3,154,89,42,151,100,159,415.7544007,4.15754401,0.085264466,11.72821511,371.9744615,364.008022,277.008122,0.760994553,0.29641574,0.13076923,0.94835755,2.34746384,7.35641026,2.2128138,0.10510848,0.47606739,0.13076923,-0.76079525,0.94842981,16.05042735,-4.4539208,157.1330489,0.36153846,0.13076923
segment_299,1,1,110.4428571,47.32430234,-0.54642474,2.29493863,2.78805976,3,183,120,73.75,180,87.5,140,366.9848481,4.19411255,0.090356796,11.0672361,356.4070706,355.0019738,247.4236362,0.696964114,0.16703861,0.45169082,0.90686988,3.86751295,8.56280193,2.93787473,0.24058321,0.9723106,0.45169082,-0.73706914,0.97507301,22.11231884,2.26154738,444.2228113,0.25241546,0.45169082
segment_3,1,0,75.34482759,61.75746548,-0.07625475,1.36645044,2.33728542,0,171,94,132,171,37,58,150.7939392,4.07551187,0.142995347,6.993234518,246.8400292,334.2458976,210.2328329,0.628976554,0.54010519,0.83333333,0.86725664,2.84755095,5.62820513,1.32143637,0.33333333,0.79248125,0.5,-1,0.86557605,12.17948718,46.61449114,668.2938752,0.62820513,0.20833333
segment_30,1,1,69.82258065,29.60793496,-0.55378543,2.32691912,2.20702795,5,113,75,46,108,33,62,172.0487732,5.21359919,0.118361462,8.448695897,244.3869882,250.479558,187.4642647,0.748421413,0.375,0.5,0.25925926,0.9375,6.5,1.5,0.25,1,0.5,-0.57553282,0.72051635,11.5,0,19.5625,0.5,0.5
segment_300,1,1,92.36885246,36.69841664,-0.8166848,2.60798384,2.26513587,1,143,106.5,52,142,74,122,323.529004,4.37201357,0.094255689,10.60943921,370.9797838,361.0506275,287.7074586,0.796861816,0.37865014,0.69090909,-0.14802815,0.52567952,10.21515152,1.7497401,0.11785124,0.47915272,0.69090909,-0.72885744,0.88784912,26.48333333,-1.15286941,11.04839452,0.48030303,0.69090909
segment_301,1,1,103.6036036,39.5023729,-1.24563982,3.81274872,2.24766439,0,156,115,40,156,68,111,293.2447327,4.31242254,0.099684852,10.03161443,362.763008,409.1819919,237.8498788,0.581281394,0.50972222,0.21666667,0.82174982,0.42097222,10.36666667,1.31739419,0.13388889,0.57640908,0.21666667,-0.61817674,0.71297528,27.51666667,-0.37785185,4.48781296,0.58333333,0.21666667
segment_302,1,1,95.02721088,36.36903549,-0.84375378,3.07824957,2.42238953,1,152,103,48.5,151,90.5,147,387.6122651,4.28300845,0.087002496,11.49392315,367.7064046,380.7669195,345.9533444,0.908569854,0.58019133,0.2375,0.9215514,0.7593463,9.36964286,1.51559209,0.17498724,0.54280299,0.17678571,-0.26834849,0.47127106,22.76964286,-5.12223706,40.78995265,0.63392857,0.12366071
segment_303,1,1,81.68125,37.89399225,-0.65366072,2.22595899,2.38917383,1,141,93,61.25,140,103.5,160,413.6122651,3.99625377,0.087193016,11.46880852,319.2303244,395.2141888,218.8591783,0.553773585,0.22776455,0.44761905,0.78922656,1.32465231,8.71746032,2.59475922,0.24176871,0.9758422,0.44761905,-0.66036734,0.94491926,20.29365079,-10.81560033,88.42849042,0.36349206,0.44761905
segment_304,1,1,79.88819876,38.35402168,-0.52466153,2.1640429,2.43358252,0,147,91,65,147,104.5,161,415.0264787,3.97154525,0.087314681,11.45282773,327.1360573,393.1716531,268.1299667,0.681966679,0.19041612,0.62239583,0.73571589,2.09710693,8.4140625,2.56255992,0.39906141,1.0841806,0.43489583,-0.54655272,0.82745962,20.17708333,-6.48014832,131.9086894,0.26302083,0.27083333
segment_305,1,1,69.71559633,34.76106958,-0.37068807,2.00058832,2.2707468,2,124,73,55,122,63.5,109,293.3868684,4.62026564,0.096283335,10.38601336,324.8261073,424.2466026,229.5957046,0.541184545,0.4975,0.15,0.93869652,0.81479167,6.71666667,1.44440207,0.11583333,0.51106874,0.15,-0.47729036,0.63340647,12.51666667,-2.75025,22.24691042,0.525,0.15
segment_306,1,1,92.55670103,33.2568787,-1.23434185,3.86233156,2.11336828,0,137,102,36,137,63.5,97,249.5046174,3.92920657,0.113217408,8.83256399,321.0124608,420.2114822,195.5232686,0.465297301,0.48659336,0.40972222,0.45988138,1.04856289,8.46527778,1.60130538,0.10397377,0.43601832,0.40972222,-0.56896329,0.71133799,18.80555556,-13.61688743,108.5207364,0.5625,0.40972222
segment_307,1,1,75.609375,30.71294372,-0.85585247,2.85088871,2.08616533,0,123,83,42.25,123,85.5,128,326.4163056,3.81773457,0.100419058,9.958269049,336.3346548,375.011992,297.2558379,0.792656886,0.18193999,0.32900433,0.77948529,1.1348363,7.77489177,2.66681187,0.19909672,0.84120105,0.32900433,-0.48857961,0.86799871,16.10822511,-9.40187667,63.6797437,0.30194805,0.32900433
segment_308,1,1,81.84883721,36.85784049,-0.80587985,2.46567795,2.24901434,0,137,93.5,53.5,137,49.5,86,232.4751801,4.69646828,0.107283007,9.321140653,312.8785707,386.9790273,240.9720543,0.622700553,0.57644628,0.13636364,0.9703504,1.14979339,4.86363636,1.46813001,0.09917355,0.42267547,0.13636364,-0.32348444,0.48468434,9.04545455,-7.38392186,88.26856089,0.63636364,0.13636364
segment_309,1,1,72.67088608,30.32241161,-0.9966702,2.98263715,2.02636865,0,114,83,41.75,114,109,158,396.6000718,3.63853277,0.093317994,10.71604694,331.4045866,384.5650219,272.0061652,0.707308647,0.51971991,0.09531451,0.96232338,0.68637905,7.76454857,1.44443541,0.07694684,0.35046586,0.09531451,-0.54830521,0.69606634,15.83536585,-5.80761551,40.66460961,0.63072315,0.09531451
